Student ID,Student Name,Gender,Event Date,Age,City,Department,Event Type,Registration Date,Registration Channel,Payment Status,Attendance Status,Meal Preference,Registration Fee,Event Duration Hours,Feedback Rating
S11095,Pooja Das,Other,11/3/2026,27,Mysuru,Electronics,Sports Meet,22/02/2026,Email,Waived,Registered,Vegan,300,2,3
S10919,Vikram Das, Female,5/4/2026,19,Chennai,Mechanical,Workshop,6/3/2026,Walk-in,Refunded,attended,Non-Vegetarian,750,1,1
S12211,Suresh Kumar,Other,5/14/2026,21,Madurai,Mechanical,Career Fair,2/5/2026,Email,Pending,absent ,Vegan,750,2.5,2
S12044,Keerthi Rao,Other,2/21/2026,22,Coimbatore,Electronics,Cultural Fest,27/12/2025,Campus Desk,waive,Attended,Vegan,300 rupees,4.0 hr,4
S12694,Deepa Sharma,Other,31-Jul-26,22,Hyderabad,Computer Science,Cultural Fest,14/06/2026,Mobile App,Paid,Absent,Vegetarian,100,1.5,2.0 / 5
S11281,Anitha Nair,Male,2/4/2026,26,Hyderabad,Electronics,Sports Meet,20/01/2026,Walk-in,Refunded,Attended,  Non-Vegetarian  ,INR 500,2.0 hours,3
S12252, Pooja Das,Male,6/16/2026,27,Mysuru,Mechanical,Career Fair,9/5/2026,Mobile App,Pending,Attended,Vegan,150,3,3
S10671,Ajay Nair,Female,2/21/2026,23,Chennai,Commerce,Cultural Fest,9/1/2026,Website,Pending,Registered,No Meal,INR 0,4.0 hours,3.0 / 5
S10596,Deepa Sharma,Other,25/01/2026,27,Kochi,Arts,Cultural Fest,29/11/2025,Walk-in,pending,Registered,No-meal,INR 100,4.0 hours,2.0 / 5
S12213,Lakshmi Rao,Other,8/6/2026,23,Coimbatore,Civil Engineering,Workshop,7/6/2026,,PENDING,Registered,Vegetarian,300,3,1.0 / 5
S12745,Harini Iyer,Other,3-Jul-26,18,Chennai,Mechanical,Career Fair,26/05/2026,Walk-in,waive,Cancelled,No-meal,100,2,2
S10299,Vijay Menon,Male,7/20/2026,19,Pune,Mechanical,Sports Meet,14/06/2026,Website,Refunded,Registered,No Meal,250,2,4
S10273,Vijay Menon,Other,5/28/2026,25,Madurai,Commerce,Cultural Fest,23/05/2026,Walk-in,pending,cancelled,Vegetarian,250,2,1
S12525,Pooja Das,Other,7/6/2026,25,,Computer Science,Hackathon,28/05/2026,Website,Refunded,absent,Vegan,200 rupees,3.0 hours,1
S11681,Ravi Patel,Other,14-Jun-26,22,Kochi,Electronics,  Career Fair  ,21/04/2026,Website,Paid,Cancelled,Vegan,500,6,2
S10107,Lakshmi Rao,Male,5/3/2026,22,Mysuru,Management,Workshop,19/04/2026,Mobile App,Refunded,Cancelled,No Meal,150,2,3
S12384,Meena Patel,Male,7-Mar-26,17,Salem ,Commerce,Career Fair,1/2/2026,Email,PAID,Absent,Vegetarian,300 rupees,2.5 hr,2.0 / 5
S12073,Karthik Rao,Male,2/2/2026,24,Bengaluru,Arts,Cultural Fest,14/01/2026,Walk-in,waive,Registered,No Meal,200,6,2
S12802,Ravi Patel,Male,2/11/2026,21,Salem,Management,workshop,23/01/2026,Email,PENDING,ABSENT,No-meal,100,4,4
S10238,Harini Iyer,Other,4/2/2026,24,Trichy,Electronics,Sports Meet,14/03/2026,Email,Pending,ABSENT,No-meal,₹150,1.5 hours,4
S10235,Swetha Menon,Other,25-May-26,22,Mysuru,Computer Science,Workshop,21/04/2026,Website,Waived,ABSENT,Vegan,100,1,2
S10103,Keerthi Rao,Male,4-May-26,25,Kochi,Civil Engineering,Cultural Fest,21/03/2026,Mobile App,Waived,attended,No-meal,300,1.5,5
S10274,Pooja Das,Female,8-May-26,21,Kochi,Commerce,Sports Meet,30/04/2026,Walk-in,Refunded,Cancelled,Vegetarian,100,2.5,2
S12027,Rahul Menon,Female,26-Mar-26,17,Pune,Management,workshop,19/03/2026,Mobile App,Pending,Absent,Vegetarian,150,2.5,3
S12713,Manoj Kumar,Female,6/5/2026,18,Salem,Computer Science,Hackathon,26/05/2026,Email,Refunded,Cancelled,No-meal,100,4,1
S12974,Pooja Das,Female,18-Jun-26,27,Salem,Electronics,Career Fair,8/5/2026,Mobile App,Refunded,Registered,Non-Vegetarian,100,4,5
S11519,Lakshmi Rao,Female,4/14/2026,23,Pune,Arts,Seminar,23/03/2026,Website,Refunded,Attended,,750,1.5,2
S10430,Lakshmi Rao,Other,10/1/2026,25,Madurai,Commerce,WORKSHOP,8/1/2026,Mobile App,Refunded,Cancelled,Non-Vegetarian,200,1,4
S12059,Meena Patel,Other,12/2/2026,23,Hyderabad,Management,Seminar,27/12/2025,Email,Waived,Cancelled,Vegan,250,2,1
S10763,Arun Kumar, Male,26/06/2026,18,,Commerce ,Sports Meet,6/6/2026,Mobile App,Pending,Attended,  No Meal  ,750,2,5
S12165,Arun Kumar,Female,31-Jan-26,23,Coimbatore,Arts,Seminar,1/1/2026,Email,Pending,cancelled,No-meal,250,4,1
S12305,Keerthi Rao,Other,7/5/2026,18,Kochi,Management,Seminar,28/06/2026,Campus Desk,waive,Registered,Vegetarian,INR 150,3.0 hours,1.0 / 5
S12782,Rahul Menon,Female,7/17/2026,23,Salem,Arts,Career Fair,4/7/2026,Website,Paid,Registered,Vegetarian,750,1.5,5
S12941,Vijay Menon,Female,3/20/2026,24,Kochi,Civil Engineering,Sports Meet,15/03/2026,Campus Desk,Paid,Registered,No Meal,500 rupees,2.0 hr,5
S11995,Karthik Rao,Other,13-Jun-26,27,Bengaluru,Commerce,workshop,7/5/2026,Mobile App,Paid,Registered,No Meal,100,3,1
S10156,Vikram Das,Male,22/01/2026,17,Salem,Electronics,Cultural Fest,2/1/2026,Website,Refunded,absent ,Vegan,100,1,3.0 / 5
S11874,Karthik Rao,MALE,4/18/2026,18,Kochi,Management,Career Fair,30/03/2026,Mobile App,Paid,Absent,Vegetarian,300,6,2
S12080,Divya Iyer,Other,5/7/2026,25,Trichy,Mechanical,Workshop,15/06/2026,Walk-in,Paid,Attended,Vegan,0,6,3
S12871,Arun Kumar,Other,3/2/2026,17,Kochi,Electronics,Hackathon,10/2/2026,Mobile App,Refunded,attended,Vegan,200,2.5,1
S12592,Naveen Sharma,male,5/5/2026,26,Kochi,Management,workshop,11/4/2026,Website,Refunded,Absent,Non-Vegetarian,0,2,3
S12688,Priya Sharma,Female,4/29/2026,17,Coimbatore,Mechanical,Career Fair,9/3/2026,Mobile App,Paid,cancelled,Vegetarian,250,1.5,2
S10765,Meena Patel,Female,3/4/2026,21,Trichy,Mechanical,Career Fair,3/1/2026,Campus Desk,Refunded,cancelled,Vegan,₹750,6.0 hr,
S10847,Vikram Das,Male,17-Jul-26,18,Kochi,Civil Engineering,Hackathon,6/7/2026,Mobile App,PAID,Absent,Vegan,0,1,4
S10649,Priya Sharma, Male,30/06/2026,17,Bengaluru,Electronics,Workshop,8/6/2026,Walk-in,Paid,cancelled,No Meal,100,4,5
S11594,Swetha Menon,FEMALE,3/28/2026,18,Hyderabad,Computer Science,Hackathon,21/03/2026,Email,Paid,Attended,,750,4,3.0 / 5
S12847,Manoj Kumar,Female,21/06/2026,19,Pune,Commerce,  Seminar  ,21/05/2026,Mobile App,PENDING,absent,Vegan,INR 150,2.0 hours,1
S11266,Harini Iyer,Female,13/08/2026,20,Coimbatore,Electronics,Hackathon,18/06/2026,Website,waive,Attended,Non-Vegetarian,100,3,1
S12889,Priya Sharma,Other,5-Jan-26,20,Salem,Arts,Cultural Fest,22/11/2025,Website,Paid,Attended,Vegan,0,4,5.0 / 5
S11693,Karthik Rao,Other,4/20/2026,17,Salem,Civil Engineering,Hackathon,15/03/2026,Walk-in,pending,Cancelled,No-meal,250,2.5,1
S10837,Divya Iyer,MALE,7-May-26,17,Coimbatore,Computer Science,Cultural Fest,26/04/2026,Mobile App,Refunded,Cancelled,No Meal,300,2.5,5
S10014,Meena Patel,,2/13/2026,21,Kochi,Commerce,Workshop,31/01/2026,Email,Waived,Cancelled,No Meal,200 rupees,1.0 hours,5
S12837,Vijay Menon,Other,10/3/2026,20,Coimbatore,Computer Science,Cultural Fest,30/01/2026,Mobile App,Refunded,absent,No Meal,250,6,4.0 / 5
S10462,Keerthi Rao,Other,7/9/2026,25,Pune,Mechanical,Career Fair,11/6/2026,,waive,Registered,Vegan,100,4,1
S11987,Ravi Patel,Male,16-Jul-26,26,Coimbatore,Civil Engineering,Hackathon,21/06/2026,Campus Desk,waive,Cancelled,No-meal,100,3,
S10294,Keerthi Rao,Male,3/10/2026,27,Madurai,Commerce,Cultural Fest,7/2/2026,Walk-in,PENDING,Attended,Vegetarian,250,1.5,3
S12971,Swetha Menon,Male,not available,24,Chennai,Management,Sports Meet,28/06/2026,Walk-in,Refunded,Attended,Vegetarian,250,4,3
S11055,Meena Patel,Male,1-Feb-26,26,Kochi,Computer Science,Sports Meet,22/01/2026,Campus Desk,PAID,Absent,No Meal,0,6,1.0 / 5
S10019,Keerthi Rao, Male,1/5/2026,19,Mysuru,Civil Engineering,Hackathon,14/12/2025,Website,Refunded,absent,Vegetarian,250,1.5,4
S11548,Manoj Kumar,Male,6/13/2026,18,Pune,Electronics,Cultural Fest,20/05/2026,Website,pending,Registered,Vegan,200,2,1
S12479,Naveen Sharma,Female,1/31/2026,22,Madurai,Computer Science,Hackathon,20/12/2025,Campus Desk,pending,Registered,Non-Vegetarian,INR 100,3.0 hr,1
S10769,Naveen Sharma,Other,8/18/2026,18,Hyderabad,Electronics,Sports Meet,1/7/2026,Walk-in ,Paid,Cancelled,Non-Vegetarian,300,6,4.0 / 5
S11868,Karthik Rao, Male,5/27/2026,22,Mysuru,Arts,Sports Meet,13/04/2026,Website,Pending,Absent,Non-Vegetarian,₹200,2.0 hours,3
S12717,Naveen Sharma,Other,24-Mar-26,17,Kochi,Civil Engineering,Cultural Fest,11/3/2026,Website,Waived,Attended,Non-Vegetarian,750,2.5,5
S10710,Vikram Das,Other,1/9/2026,25,Hyderabad,Civil Engineering,Hackathon,15/08/2026,Campus Desk,Waived,absent ,No-meal,200,1,5
S12798,Deepa Sharma,Other,6/22/2026,17,Pune,Commerce,Workshop,22/05/2026,Website,Pending,Registered,Non-Vegetarian,100,2,1
S11560,Karthik Rao,Other,4-Apr-26,27,Hyderabad,Mechanical,Seminar,15/02/2026,Walk-in,Refunded,Registered,Vegetarian,750,6,4
S10986,Divya Iyer,Other,4/6/2026,23,Salem,Mechanical,Hackathon,26/05/2026,Email,Refunded,cancelled,Vegetarian,Rs 200,1.5 hours,2
S12036,Arun Kumar,Other,2/22/2026,24,Hyderabad,Arts,Hackathon,14/02/2026,Email,Pending,Attended,Vegetarian,200,6,4
S12860,Vikram Das,Male,8/14/2026,20,Kochi,Arts,Seminar,15/07/2026,Walk-in,waive,absent ,No Meal,150,4,3
S12877,Vikram Das,female,4/8/2026,25,,Civil Engineering,Workshop,20/02/2026,Walk-in,Paid,Registered,Vegetarian,750,3,3
S11553,Keerthi Rao,Female,6/23/2026,19,Kochi,Computer Science,Workshop,10/6/2026,Email,Refunded,Absent,Non-Vegetarian,500,1,4
S11901,Priya Sharma,Male,7/7/2026,20,Mysuru,Computer Science,Cultural Fest,3/7/2026,Mobile App,Paid,Attended,Non-Vegetarian,200,3,5
S11492,Arun Kumar,female,5/5/2026,19,Madurai,Commerce,Workshop,21/03/2026,Email,pending,cancelled,Vegetarian,0,1,3
S10876,Vijay Menon,Male,1/25/2026,23,Pune,Management,Sports Meet,3/12/2025,Campus Desk,pending,Registered,No-meal,100,3,5
S10413,Ajay Nair,Male,11/6/2026,22,Salem,Arts,Seminar,28/04/2026,Email,waive,cancelled,No-meal,Rs 250,2.0 hours,1.0 / 5
S10320,Swetha Menon,Male,1/13/2026,17,Coimbatore,Commerce,Cultural Fest,17/12/2025,Mobile App,Pending,Registered,Non-Vegetarian,250,2.5,2.0 / 5
S12125,Ajay Nair,Male,24/07/2026,24,Pune,Management,workshop,1/7/2026,Campus Desk,Waived,Cancelled,Non-Vegetarian,500,3,4.0 / 5
S10190,Lakshmi Rao,Other,2/9/2026,20,Mysuru,Arts,Cultural Fest,13/01/2026,Website,paid,ABSENT,No Meal,200,4,5.0 / 5
S10688,Divya Iyer,Other,3/3/2026,19,Pune,Mechanical,Hackathon,5/1/2026,Walk-in,waive,absent ,No Meal,INR 250,2.0 hours,5.0 / 5
S12140,Ajay Nair,Other,8/17/2026,22,Trichy,Commerce,Career Fair,16/07/2026,Website,Pending,ATTENDED,Vegan,300,3,2
S11487,Deepa Sharma,Female,12/6/2026,23,,Commerce,Hackathon,14/04/2026,Mobile App,Waived,Registered,Vegetarian,Rs 500,2.0 hours,1
S10095,Rahul Menon,Male,31/08/2026,25,Mysuru,Electronics,Workshop,11/8/2026,Website,Pending,Attended,Vegan,500,6,5
S10331,Ajay Nair,Male,5/4/2026,18,Coimbatore,Mechanical,Sports Meet,24/03/2026,Mobile App,Paid,Attended,Vegetarian,200,6,5.0 / 5
S12037,Ravi Patel,Male,20/08/2026,25,Mysuru,Arts,Career Fair,17/08/2026,Campus Desk,Waived,absent ,Vegan,300,4,5
S11562,Keerthi Rao,Female,15/02/2026,21,Madurai,Electronics,Seminar,17/12/2025,Website,Paid,Absent,Non-Vegetarian,150,4,4
S10384,Naveen Sharma,Other,4/3/2026,24,Pune,Arts,Hackathon,5/3/2026,  Walk-in  ,paid,Attended,Vegan,100,2.5,5
S12456,Ravi Patel,Male,9/1/2026,26,Pune,Commerce,Career Fair,9/8/2026,Email,Refunded,Cancelled,Vegan,300,2.5,2
S10890,Meena Patel,female,7-May-26,18,Kochi,Management,Sports Meet,4/4/2026,Mobile App,PENDING,Registered,Vegetarian,150,1.5,4.0 / 5
S10446,Priya Sharma,Male,2-Apr-26,19,Bengaluru,Management,Cultural Fest,2/2/2026,Walk-in,Refunded,Cancelled,Vegan,200,1.5,1
S11151,Karthik Rao,Other,not available,20,Hyderabad,Mechanical,Cultural Fest,19/02/2026,Website,Waived,Registered,Non-Vegetarian,0,6,2
S11522,Meena Patel,Other,7/20/2026,21,Madurai,Mechanical,Career Fair,17/07/2026,Mobile App,Pending,absent ,Vegetarian,INR 100,2.5 hr,2.0 / 5
S12321,Priya Sharma,Male,11-Mar-26,24,Chennai,Arts,Workshop,13/02/2026,Website,Refunded,Registered,Vegan,200,4,3
S12263,Karthik Rao,Female,26-Feb-26,17,Hyderabad,Electronics,Cultural Fest,9/1/2026,Email,Refunded,Registered,Vegan,100 rupees,2.0 hr,4
S11827,Meena Patel,Male,not available,22,Bengaluru,Commerce,Workshop,9/6/2026,Website,Pending,cancelled,Non-Vegetarian,250,3,
S10845,Harini Iyer, Male,5/5/2026,27,Pune,Arts,Career Fair,16/04/2026,Email,Pending,Cancelled,Non-Vegetarian,0 rupees,2.5 hr,2
S11740,Divya Iyer,MALE,23/05/2026,27,Coimbatore,Arts,Sports Meet,26/03/2026,Mobile App,pending,Attended,No Meal,₹150,2.0 hours,2.0 / 5
S10338,Naveen Sharma,Male,2/25/2026,21,Mysuru,Computer Science,Workshop,12/2/2026,Website,waive,Registered,Vegan,INR 250,3.0 hr,3
S11971,Arun Kumar, Female,4/12/2026,17,Salem,Computer Science,Sports Meet,15/03/2026,Walk-in,Waived,Cancelled,Vegan,250,3,1
S10418,Deepa Sharma,Female,20-Jun-26,21,Pune,Computer Science,Hackathon,28/04/2026,Email,Pending,absent ,Vegetarian,250,2.5,5
S12090,Suresh Kumar,Female,29/05/2026,23,Trichy,Mechanical,Cultural Fest,7/5/2026,Campus Desk,Pending,Attended,Vegetarian,500,2,4
S10008,Keerthi Rao,Male,1/9/2026,22,Trichy,Mechanical,seminar,1/1/2026,Mobile App,Paid,Absent,No-meal,250,1.5,1
S10748,Arun Kumar,Female,1/10/2026,26,Pune,Mechanical,Sports Meet,23/11/2025,Campus Desk,Refunded,Attended,Vegan,INR 500,3.0 hours,5
S12092,Lakshmi Rao,Female,6/4/2026,23,Salem,Arts,Career Fair,30/03/2026,Walk-in,Paid,Attended,No Meal,750 rupees,4.0 hours,3
S10322,Keerthi Rao,,5/17/2026,27,Bengaluru,Commerce,Cultural Fest,29/03/2026,Mobile App,Refunded,attended,No Meal,0,1.5,3
S11849,Pooja Das,Male,5/15/2026,20,Mysuru,Computer Science,Cultural Fest,10/4/2026,Walk-in,PAID,Attended,No-meal,500,3,2
S11467,Ajay Nair,Other,6/24/2026,20,Mysuru,Computer Science,Hackathon,14/05/2026,Campus Desk,Pending,Cancelled,Vegan,200,6,1
S10393,Swetha Menon,,8/16/2026,18,Kochi,Computer Science,Hackathon,11/7/2026,Walk-in,waive,cancelled,No-meal,200,4,4
S10549,Harini Iyer,Female,2/20/2026,26,Chennai,Arts,Cultural Fest,26/12/2025,Website,Paid,Registered,Vegetarian,Rs 150,1.0 hours,5
S11470,Rahul Menon,Male,4/6/2026,17,Madurai,,Career Fair,25/02/2026,,PENDING,Cancelled,No Meal,100 rupees,2.5 hours,4
S11914,Deepa Sharma,Female,15-Apr-26,20,Trichy,Arts,Workshop,10/3/2026,Website,Pending,Registered,Vegan,100,2.5,2
S11619,Rahul Menon,Male,9/1/2026,23,Pune,Mechanical,Sports Meet,28/08/2026,Campus Desk,Paid,Registered,No-meal,INR 300,3.0 hr,2
S11825,Pooja Das,Male,13/08/2026,18,,Management,Seminar,16/07/2026,Mobile App,waive,Cancelled,No Meal,100,1.5,3.0 / 5
S10535,Swetha Menon,Other,6/17/2026,22,Mysuru,Management,Sports Meet,25/04/2026,Campus Desk,Refunded,Registered,Vegetarian,0,4,3.0 / 5
S12855,Divya Iyer,Male,11/2/2026,26,Hyderabad,Management,Workshop,25/01/2026,Walk-in,waive,cancelled,Non-Vegetarian,150,1.5,3
S12465,Harini Iyer,MALE,12-Apr-26,18,Kochi,,Sports Meet,4/3/2026,Mobile App,paid,Registered,Vegan,150,3,1
S11590,Karthik Rao,Male,4/22/2026,22,Trichy,Electronics,Hackathon,13/04/2026,Website,pending,Attended,Vegetarian,300,1,3
S12873,Harini Iyer,Female,27/04/2026,27,Hyderabad,Commerce,Sports Meet,16/03/2026, Email,Refunded,Attended,No Meal,500,2,3
S10588,Karthik Rao,Other,6/8/2026,25,Bengaluru,Electronics,Workshop,12/6/2026,Mobile App,Waived,Cancelled,Non-Vegetarian,500,1.5,2
S12998,Manoj Kumar,Other,1/3/2026,24,Chennai,Mechanical,Seminar,8/1/2026,Website,waive,Registered,Vegetarian,250,2.5,2
S10663,Naveen Sharma,Other,8/29/2026,27,Kochi,Mechanical,Hackathon,11/7/2026,  Website  ,Pending,Registered,Vegan,0,1.5,4
S11916,Arun Kumar,Female,28-Jul-26,26,Bengaluru,Management,Seminar,11/7/2026,Mobile App,Paid,Registered,Vegan,300,2.5,1
S11965,Manoj Kumar,Male,28-Jan-26,23,Trichy,Management,Career Fair,28/12/2025,Email,waive,Absent,Vegan,0,6,5
S10452,Arun Kumar,Other,14-May-26,26,Coimbatore,Management,Hackathon,29/04/2026,Email,Waived,cancelled,Non-Vegetarian,300,3,4
S10033,Karthik Rao,Male,29-Mar-26,23,Mysuru,Computer Science,Seminar,7/3/2026,Email,waive,Registered,No-meal,₹250,6.0 hours,4.0 / 5
S11952,Meena Patel,Male,1-Apr-26,26,Salem,Commerce,seminar,11/2/2026,Mobile App,Refunded,Registered,Non-Vegetarian,200,1,1.0 / 5
S12913,Vikram Das,Female,2/27/2026,23,Pune,Civil Engineering,Cultural Fest,13/02/2026,Website,Pending,Cancelled,No-meal,100,2,2
S11159,Arun Kumar,male,30-Apr-26,26,Salem,Civil Engineering,Cultural Fest,21/04/2026,Mobile App,Pending,absent ,No-meal,500,2.5,3
S10694,Lakshmi Rao, Female,21/03/2026,20,Madurai,Management,Hackathon,14/03/2026,Email,Refunded,absent ,No Meal,Rs 100,6.0 hours,3
S11806,Meena Patel,Other,8-Mar-26,17,Madurai,Computer Science,Sports Meet,8/1/2026,Website,Pending,Registered,Vegan,0,2,5
S11007,Meena Patel,Female,4/25/2026,21,Trichy,Computer Science,Hackathon,7/4/2026, Email,Waived,Attended,Vegetarian,0,1.5,4
S11904,Swetha Menon,Other,2/4/2026,22,Trichy,Management,Cultural Fest,24/02/2026,Email,waive,cancelled,No Meal,300,2,1
S11122,Arun Kumar,Male,6/15/2026,21,Trichy,Arts,Workshop,1/5/2026,Walk-in,Paid,Attended,No Meal,0,4,5
S10836,Ajay Nair,Female,15/02/2026,18,Pune,Mechanical,Career Fair,19/01/2026,Walk-in,Paid,Registered,Non-Vegetarian,500,1.5,5.0 / 5
S11978,Vijay Menon,Other,3/17/2026,22,Kochi,Mechanical,Workshop,8/2/2026,Mobile App,Pending,Attended,Non-Vegetarian,150,1.5,1
S12858,Ravi Patel,Other,1-Mar-26,18,Mysuru,Electronics,Cultural Fest,4/2/2026,Campus Desk,Refunded,absent ,Vegan,250,1,5
S11967,Suresh Kumar,female,2/7/2026,26,Mysuru ,Management,Seminar ,5/1/2026,Campus Desk,Refunded,Attended,Vegan,0,4,3.0 / 5
S11653,Vikram Das,Other,5/15/2026,26,Kochi,Electronics,Seminar,26/03/2026,Walk-in,Pending,ABSENT,No Meal,500,4,2.0 / 5
S11102,Rahul Menon,Other,2/23/2026,21,Trichy,Civil Engineering, Sports Meet,2/2/2026,Email,Waived,Cancelled,Non-Vegetarian,500,6,5
S10100,Naveen Sharma,Female,13/03/2026,21,Hyderabad,Computer Science,Seminar,22/01/2026,Mobile App,Refunded,Cancelled, Vegetarian,750,1.5,5
S10706,Meena Patel,Other,19-Aug-26,24,Salem,Computer Science,Career Fair,22/07/2026,,Refunded,Attended,Vegetarian,150,4,5
S12846,Rahul Menon,Other,6/20/2026,27,Hyderabad,Management,Career Fair,7/6/2026,Walk-in,paid,Cancelled,Non-Vegetarian,500,3,3
S11147,Priya Sharma,Male,7-Apr-26,21,Kochi,Management,Seminar,3/4/2026,Mobile App,Paid,Cancelled,Vegan,250,6,3.0 / 5
S11373,Vikram Das,female,7/31/2026,19,Chennai,Electronics,Hackathon,27/07/2026,Walk-in,pending,cancelled,Non-Vegetarian,100,2.5,5
S10617,Ajay Nair,Other,9-May-26,18,Pune,Commerce,Seminar,29/03/2026,Email,Paid,Cancelled,Vegetarian,200,4,4.0 / 5
S12586,Lakshmi Rao,Other,25/06/2026,19,Mysuru,Civil Engineering,Career Fair,6/5/2026, Campus Desk,Paid,ATTENDED,,300,6,4
S10999,Deepa Sharma,Male,4-Jun-26,21,Pune,Electronics,WORKSHOP,14/04/2026,Walk-in,Refunded,Registered,Non-Vegetarian,250,4,
S10267,Arun Kumar,Other,7-Apr-26,19,Trichy,Computer Science,Sports Meet ,31/03/2026,Email,Pending,absent,No Meal,500,4,0
S11915,Ajay Nair,Male,6/30/2026,26,Chennai,  Management  ,Hackathon,25/05/2026,Email,Paid,ATTENDED,Non-Vegetarian,100,3,1
S11242,Keerthi Rao,Other,9/1/2026,25,,Computer Science,Cultural Fest,29/08/2026,Mobile App,Pending,Registered,No-meal,750,3,5
S12331,Lakshmi Rao,Female,4/3/2026,22,Trichy,Commerce,Cultural Fest,3/2/2026,Walk-in,Paid,absent,Vegan,150,2,4
S12918,Lakshmi Rao,Female,22-Apr-26,22,Pune,Mechanical,Workshop,28/02/2026,Walk-in,Paid,Registered,Non-Vegetarian,500,2,2
S12766,Ajay Nair,Female,4/26/2026,26,Mysuru,Civil Engineering,Career Fair,3/3/2026,Mobile App,Pending,Registered, Vegan,250,1.5,1.0 / 5
S11972,Pooja Das,Female,2/19/2026,22,Hyderabad,Commerce,Cultural Fest,11/2/2026,Website,Refunded,Attended,Non-Vegetarian,₹0,6.0 hr,2
S10774,Meena Patel,Male,6/13/2026,23,Trichy,Commerce,Hackathon,20/04/2026,Website,Refunded,Absent,Vegetarian,0,1,2
S12736,Deepa Sharma,Male,5/6/2026,22,Salem,Management,Hackathon,19/03/2026,Email,Refunded,Registered,Non-Vegetarian,500,6,1
S10077,Arun Kumar,Other,1/6/2026,23,Madurai,Mechanical,Hackathon,5/12/2025,Walk-in,waive,absent ,Vegetarian,150,1.5,4
S12757,Suresh Kumar,Male,28/01/2026,26,Mysuru,,Career Fair,32/13/2026,Walk-in,Paid,absent ,Vegan,200,3,
S10917,Pooja Das,Other,30-Mar-26,24,Mysuru,Civil Engineering,Cultural Fest,15/02/2026,Campus Desk,Paid,Registered,No-meal,250,1.5,2
S12284,Vikram Das,male,13/06/2026,26,Pune,Management,Career Fair,30/05/2026,Website,paid,Registered,No Meal,300,2,
S10507,Naveen Sharma,Other,14-Apr-26,20,Kochi,Mechanical,Cultural Fest,15/02/2026,Mobile App,Refunded,absent ,Vegetarian,150,6,2
S11062,Harini Iyer, Female,29-Jun-26,23,Trichy,Commerce,Sports Meet,21/06/2026,Website,Pending,cancelled,No-meal,500,3,5
S11854,Manoj Kumar,Other,29/03/2026,24,Trichy,Management,seminar,27/03/2026,Mobile App,Refunded,Attended,No Meal,500,1,2
S11935,Pooja Das,Male,5/3/2026,27,Madurai,Electronics,Hackathon,12/2/2026,Campus Desk,Waived,cancelled,Non-Vegetarian,Rs 100,6.0 hr,4.0 / 5
S11411,Naveen Sharma,,7/1/2026,-5,Hyderabad,Management,Hackathon,12/6/2026,Website,waive,absent ,Vegan,200,3,1
S12441,Keerthi Rao,Female,2/2/2026,27,Trichy,Management,Career Fair,12/12/2025,Walk-in,Refunded,Attended,Non-Vegetarian,250,2,3.0 / 5
S11193,Priya Sharma,Male,23/04/2026,22,Coimbatore,Arts,SEMINAR,28/03/2026,Website,Pending,Registered,Vegan,150,2.5,3
S12540,Ravi Patel,Female,3/26/2026,23,Chennai, Arts,Hackathon,25/02/2026,Walk-in,Refunded,absent ,Non-Vegetarian,0 rupees,1.0 hours,2
S11525,Rahul Menon, Male,3/17/2026,19,Pune,Arts,Career Fair,15/03/2026,Campus Desk,Refunded,Registered,Vegetarian,500,2.5,2.0 / 5
S10469,Harini Iyer,Male,12-Feb-26,22,Mysuru,Civil Engineering,  Career Fair  ,18/12/2025,Mobile App,Refunded,absent ,No-meal,100,6,5
S12099,Deepa Sharma,Female,8/5/2026,27,Hyderabad,Management,Career Fair,24/03/2026,Walk-in,Paid,Absent,Vegan,INR 750,4.0 hours,4
S11894,Harini Iyer,Other,5/8/2026,24,Chennai,Mechanical,Career Fair,18/07/2026,Website,Refunded,cancelled,Non-Vegetarian,100,4,1
S12617,Naveen Sharma,Male,17/04/2026,19,Pune,Civil Engineering,Career Fair,18/03/2026,Mobile App,Waived,absent,No Meal,Rs 150,3.0 hr,5
S10012,Ravi Patel,Female,10/7/2026,18,Pune,Commerce,Cultural Fest,18/06/2026,Website,Paid,Attended,No Meal,INR 200,1.5 hours,2.0 / 5
S12828,Ravi Patel,Female,9/5/2026,24,Chennai,Electronics,Sports Meet,20/04/2026,Email,Pending,cancelled,No-meal,500,1.5,1
S11555,Deepa Sharma,Female,1/29/2026,24,Trichy,Mechanical,Sports Meet,30/12/2025,,Refunded,Cancelled,Non-Vegetarian,300,3,1
S11999,Arun Kumar,Other,21/05/2026,25,Hyderabad,Commerce,Cultural Fest,12/5/2026,Email,Refunded,Cancelled,Vegetarian,750,2,3
S12183,Harini Iyer,Male,2/5/2026,25,Mysuru,Computer Science,Seminar,20/03/2026,Mobile App,Paid,Attended,Vegan,300,6,5
S10301,Vijay Menon,Male,5/27/2026,23,Bengaluru,Mechanical,Workshop,9/4/2026,Website,Refunded,Attended,Vegan,300,6,1
S11631,Ajay Nair,Other,7/4/2026,26,Trichy,Arts,Cultural Fest,9/2/2026,Campus Desk,Paid,Cancelled,Vegan,INR 750,1.5 hours,3.0 / 5
S12529,Swetha Menon,Male,19-Aug-26,20,Madurai,Computer Science,Cultural Fest,25/06/2026,Email,Waived,Attended,Vegan,200,4,1
