student_id,student_name,gender,event_date,age,city,department,event_type,registration_date,registration_channel,payment_status,attendance_status,meal_preference,registration_fee,event_duration_hours,feedback_rating
s12837,vijay menon,other,2026-10-03,20,coimbatore,computer science,cultural fest,2026-01-30,mobile app,refunded,absent,no-meal,250.0,6.0,3.0
s10462,keerthi rao,other,2026-07-09,25,pune,mechanical,career fair,2026-11-06,unknown,waived,registered,vegan,100.0,4.0,1.0
s11987,ravi patel,male,2026-07-16,26,coimbatore,civil engineering,hackathon,2026-06-21,campus desk,waived,cancelled,no-meal,100.0,3.0,3.0
s10294,keerthi rao,male,2026-03-10,27,madurai,commerce,cultural fest,2026-07-02,walk-in,pending,attended,vegetarian,250.0,1.5,3.0
s12971,swetha menon,male,1900-01-01,24,chennai,management,sports meet,2026-06-28,walk-in,refunded,attended,vegetarian,250.0,4.0,3.0
s11055,meena patel,male,2026-02-01,26,kochi,computer science,sports meet,2026-01-22,campus desk,paid,absent,no-meal,0.0,6.0,3.0
s10019,keerthi rao,male,2026-01-05,19,mysuru,civil engineering,hackathon,2025-12-14,website,refunded,absent,vegetarian,250.0,1.5,4.0
s11548,manoj kumar,male,2026-06-13,18,pune,electronics,cultural fest,2026-05-20,website,pending,registered,vegan,200.0,2.0,1.0
s12479,naveen sharma,female,2026-01-31,22,madurai,computer science,hackathon,2025-12-20,campus desk,pending,registered,non-vegetarian,200.0,2.5,1.0
s10769,naveen sharma,other,2026-08-18,18,hyderabad,electronics,sports meet,2026-01-07,walk-in,paid,cancelled,non-vegetarian,300.0,6.0,3.0
s11868,karthik rao,male,2026-05-27,22,mysuru,arts,sports meet,2026-04-13,website,pending,absent,non-vegetarian,200.0,2.5,3.0
s12717,naveen sharma,other,2026-03-24,17,kochi,civil engineering,cultural fest,2026-11-03,website,waived,attended,non-vegetarian,750.0,2.5,5.0
s10710,vikram das,other,2026-01-09,25,hyderabad,civil engineering,hackathon,2026-08-15,campus desk,waived,absent,no-meal,200.0,1.0,5.0
s12798,deepa sharma,other,2026-06-22,17,pune,commerce,workshop,2026-05-22,website,pending,registered,non-vegetarian,100.0,2.0,1.0
s11560,karthik rao,other,2026-04-04,27,hyderabad,mechanical,seminar,2026-02-15,walk-in,refunded,registered,vegetarian,750.0,6.0,4.0
s10986,divya iyer,other,2026-04-06,23,salem,mechanical,hackathon,2026-05-26,email,refunded,cancelled,vegetarian,200.0,2.5,2.0
s12036,arun kumar,other,2026-02-22,24,hyderabad,arts,hackathon,2026-02-14,email,pending,attended,vegetarian,200.0,6.0,4.0
s12860,vikram das,male,2026-08-14,20,kochi,arts,seminar,2026-07-15,walk-in,waived,absent,no-meal,150.0,4.0,3.0
s12877,vikram das,female,2026-04-08,25,unknown,civil engineering,workshop,2026-02-20,walk-in,paid,registered,vegetarian,750.0,3.0,3.0
s11553,keerthi rao,female,2026-06-23,19,kochi,computer science,workshop,2026-10-06,email,refunded,absent,non-vegetarian,500.0,1.0,4.0
s11901,priya sharma,male,2026-07-07,20,mysuru,computer science,cultural fest,2026-03-07,mobile app,paid,attended,non-vegetarian,200.0,3.0,5.0
s11492,arun kumar,female,2026-05-05,19,madurai,commerce,workshop,2026-03-21,email,pending,cancelled,vegetarian,0.0,1.0,3.0
s10876,vijay menon,male,2026-01-25,23,pune,management,sports meet,2025-03-12,campus desk,pending,registered,no-meal,100.0,3.0,5.0
s10413,ajay nair,male,2026-11-06,22,salem,arts,seminar,2026-04-28,email,waived,cancelled,no-meal,200.0,2.5,3.0
s10320,swetha menon,male,2026-01-13,17,coimbatore,commerce,cultural fest,2025-12-17,mobile app,pending,registered,non-vegetarian,250.0,2.5,3.0
s12125,ajay nair,male,2026-07-24,24,pune,management,workshop,2026-01-07,campus desk,waived,cancelled,non-vegetarian,500.0,3.0,3.0
s10190,lakshmi rao,other,2026-02-09,20,mysuru,arts,cultural fest,2026-01-13,website,paid,absent,no-meal,200.0,4.0,3.0
s10688,divya iyer,other,2026-03-03,19,pune,mechanical,hackathon,2026-05-01,walk-in,waived,absent,no-meal,200.0,2.5,3.0
s12140,ajay nair,other,2026-08-17,22,trichy,commerce,career fair,2026-07-16,website,pending,attended,vegan,300.0,3.0,2.0
s11487,deepa sharma,female,2026-12-06,23,unknown,commerce,hackathon,2026-04-14,mobile app,waived,registered,vegetarian,200.0,2.5,1.0
s10095,rahul menon,male,2026-08-31,25,mysuru,electronics,workshop,2026-11-08,website,pending,attended,vegan,500.0,6.0,5.0
s10331,ajay nair,male,2026-05-04,18,coimbatore,mechanical,sports meet,2026-03-24,mobile app,paid,attended,vegetarian,200.0,6.0,3.0
s12037,ravi patel,male,2026-08-20,25,mysuru,arts,career fair,2026-08-17,campus desk,waived,absent,vegan,300.0,4.0,5.0
s11562,keerthi rao,female,2026-02-15,21,madurai,electronics,seminar,2025-12-17,website,paid,absent,non-vegetarian,150.0,4.0,4.0
s10384,naveen sharma,other,2026-04-03,24,pune,arts,hackathon,2026-05-03,walk-in,paid,attended,vegan,100.0,2.5,5.0
s12456,ravi patel,male,2026-09-01,26,pune,commerce,career fair,2026-09-08,email,refunded,cancelled,vegan,300.0,2.5,2.0
s10890,meena patel,female,2026-05-07,18,kochi,management,sports meet,2026-04-04,mobile app,pending,registered,vegetarian,150.0,1.5,3.0
s10446,priya sharma,male,2026-04-02,19,bengaluru,management,cultural fest,2026-02-02,walk-in,refunded,cancelled,vegan,200.0,1.5,1.0
s11151,karthik rao,other,1900-01-01,20,hyderabad,mechanical,cultural fest,2026-02-19,website,waived,registered,non-vegetarian,0.0,6.0,2.0
s11522,meena patel,other,2026-07-20,21,madurai,mechanical,career fair,2026-07-17,mobile app,pending,absent,vegetarian,200.0,2.5,3.0
s12321,priya sharma,male,2026-03-11,24,chennai,arts,workshop,2026-02-13,website,refunded,registered,vegan,200.0,4.0,3.0
s12263,karthik rao,female,2026-02-26,17,hyderabad,electronics,cultural fest,2026-09-01,email,refunded,registered,vegan,200.0,2.5,4.0
s11827,meena patel,male,1900-01-01,22,bengaluru,commerce,workshop,2026-09-06,website,pending,cancelled,non-vegetarian,250.0,3.0,3.0
s10845,harini iyer,male,2026-05-05,27,pune,arts,career fair,2026-04-16,email,pending,cancelled,non-vegetarian,200.0,2.5,2.0
s11740,divya iyer,male,2026-05-23,27,coimbatore,arts,sports meet,2026-03-26,mobile app,pending,attended,no-meal,200.0,2.5,3.0
s10338,naveen sharma,male,2026-02-25,21,mysuru,computer science,workshop,2026-12-02,website,waived,registered,vegan,200.0,2.5,3.0
s11971,arun kumar,female,2026-04-12,17,salem,computer science,sports meet,2026-03-15,walk-in,waived,cancelled,vegan,250.0,3.0,1.0
s10418,deepa sharma,female,2026-06-20,21,pune,computer science,hackathon,2026-04-28,email,pending,absent,vegetarian,250.0,2.5,5.0
s12090,suresh kumar,female,2026-05-29,23,trichy,mechanical,cultural fest,2026-07-05,campus desk,pending,attended,vegetarian,500.0,2.0,4.0
s10008,keerthi rao,male,2026-01-09,22,trichy,mechanical,seminar,2026-01-01,mobile app,paid,absent,no-meal,250.0,1.5,1.0
s10748,arun kumar,female,2026-01-10,26,pune,mechanical,sports meet,2025-11-23,campus desk,refunded,attended,vegan,200.0,2.5,5.0
s12092,lakshmi rao,female,2026-06-04,23,salem,arts,career fair,2026-03-30,walk-in,paid,attended,no-meal,200.0,2.5,3.0
s10322,keerthi rao,unknown,2026-05-17,27,bengaluru,commerce,cultural fest,2026-03-29,mobile app,refunded,attended,no-meal,0.0,1.5,3.0
s11849,pooja das,male,2026-05-15,20,mysuru,computer science,cultural fest,2026-10-04,walk-in,paid,attended,no-meal,500.0,3.0,2.0
s11467,ajay nair,other,2026-06-24,20,mysuru,computer science,hackathon,2026-05-14,campus desk,pending,cancelled,vegan,200.0,6.0,1.0
s10393,swetha menon,unknown,2026-08-16,18,kochi,computer science,hackathon,2026-11-07,walk-in,waived,cancelled,no-meal,200.0,4.0,4.0
s10549,harini iyer,female,2026-02-20,26,chennai,arts,cultural fest,2025-12-26,website,paid,registered,vegetarian,200.0,2.5,5.0
s11470,rahul menon,male,2026-04-06,17,madurai,unknown,career fair,2026-02-25,unknown,pending,cancelled,no-meal,200.0,2.5,4.0
s11914,deepa sharma,female,2026-04-15,20,trichy,arts,workshop,2026-10-03,website,pending,registered,vegan,100.0,2.5,2.0
s11619,rahul menon,male,2026-09-01,23,pune,mechanical,sports meet,2026-08-28,campus desk,paid,registered,no-meal,200.0,2.5,2.0
s11825,pooja das,male,2026-08-13,18,unknown,management,seminar,2026-07-16,mobile app,waived,cancelled,no-meal,100.0,1.5,3.0
s10535,swetha menon,other,2026-06-17,22,mysuru,management,sports meet,2026-04-25,campus desk,refunded,registered,vegetarian,0.0,4.0,3.0
s12855,divya iyer,male,2026-11-02,26,hyderabad,management,workshop,2026-01-25,walk-in,waived,cancelled,non-vegetarian,150.0,1.5,3.0
s12465,harini iyer,male,2026-04-12,18,kochi,unknown,sports meet,2026-04-03,mobile app,paid,registered,vegan,150.0,3.0,1.0
s11590,karthik rao,male,2026-04-22,22,trichy,electronics,hackathon,2026-04-13,website,pending,attended,vegetarian,300.0,1.0,3.0
s12873,harini iyer,female,2026-04-27,27,hyderabad,commerce,sports meet,2026-03-16,email,refunded,attended,no-meal,500.0,2.0,3.0
s10588,karthik rao,other,2026-06-08,25,bengaluru,electronics,workshop,2026-12-06,mobile app,waived,cancelled,non-vegetarian,500.0,1.5,2.0
s12998,manoj kumar,other,2026-01-03,24,chennai,mechanical,seminar,2026-08-01,website,waived,registered,vegetarian,250.0,2.5,2.0
s10663,naveen sharma,other,2026-08-29,27,kochi,mechanical,hackathon,2026-11-07,website,pending,registered,vegan,0.0,1.5,4.0
s11916,arun kumar,female,2026-07-28,26,bengaluru,management,seminar,2026-11-07,mobile app,paid,registered,vegan,300.0,2.5,1.0
s11965,manoj kumar,male,2026-01-28,23,trichy,management,career fair,2025-12-28,email,waived,absent,vegan,0.0,6.0,5.0
s10452,arun kumar,other,2026-05-14,26,coimbatore,management,hackathon,2026-04-29,email,waived,cancelled,non-vegetarian,300.0,3.0,4.0
s10033,karthik rao,male,2026-03-29,23,mysuru,computer science,seminar,2026-07-03,email,waived,registered,no-meal,200.0,2.5,3.0
s11952,meena patel,male,2026-04-01,26,salem,commerce,seminar,2026-11-02,mobile app,refunded,registered,non-vegetarian,200.0,1.0,3.0
s12913,vikram das,female,2026-02-27,23,pune,civil engineering,cultural fest,2026-02-13,website,pending,cancelled,no-meal,100.0,2.0,2.0
s11159,arun kumar,male,2026-04-30,26,salem,civil engineering,cultural fest,2026-04-21,mobile app,pending,absent,no-meal,500.0,2.5,3.0
s10694,lakshmi rao,female,2026-03-21,20,madurai,management,hackathon,2026-03-14,email,refunded,absent,no-meal,200.0,2.5,3.0
s11806,meena patel,other,2026-03-08,17,madurai,computer science,sports meet,2026-08-01,website,pending,registered,vegan,0.0,2.0,5.0
s11007,meena patel,female,2026-04-25,21,trichy,computer science,hackathon,2026-07-04,email,waived,attended,vegetarian,0.0,1.5,4.0
s11904,swetha menon,other,2026-02-04,22,trichy,management,cultural fest,2026-02-24,email,waived,cancelled,no-meal,300.0,2.0,1.0
s11122,arun kumar,male,2026-06-15,21,trichy,arts,workshop,2026-01-05,walk-in,paid,attended,no-meal,0.0,4.0,5.0
s10836,ajay nair,female,2026-02-15,18,pune,mechanical,career fair,2026-01-19,walk-in,paid,registered,non-vegetarian,500.0,1.5,3.0
s11978,vijay menon,other,2026-03-17,22,kochi,mechanical,workshop,2026-08-02,mobile app,pending,attended,non-vegetarian,150.0,1.5,1.0
s12858,ravi patel,other,2026-03-01,18,mysuru,electronics,cultural fest,2026-04-02,campus desk,refunded,absent,vegan,250.0,1.0,5.0
s11967,suresh kumar,female,2026-02-07,26,mysuru,management,seminar,2026-05-01,campus desk,refunded,attended,vegan,0.0,4.0,3.0
s11653,vikram das,other,2026-05-15,26,kochi,electronics,seminar,2026-03-26,walk-in,pending,absent,no-meal,500.0,4.0,3.0
s11102,rahul menon,other,2026-02-23,21,trichy,civil engineering,sports meet,2026-02-02,email,waived,cancelled,non-vegetarian,500.0,6.0,5.0
s10100,naveen sharma,female,2026-03-13,21,hyderabad,computer science,seminar,2026-01-22,mobile app,refunded,cancelled,vegetarian,750.0,1.5,5.0
s10706,meena patel,other,2026-08-19,24,salem,computer science,career fair,2026-07-22,unknown,refunded,attended,vegetarian,150.0,4.0,5.0
s12846,rahul menon,other,2026-06-20,27,hyderabad,management,career fair,2026-07-06,walk-in,paid,cancelled,non-vegetarian,500.0,3.0,3.0
s11147,priya sharma,male,2026-04-07,21,kochi,management,seminar,2026-03-04,mobile app,paid,cancelled,vegan,250.0,6.0,3.0
s11373,vikram das,female,2026-07-31,19,chennai,electronics,hackathon,2026-07-27,walk-in,pending,cancelled,non-vegetarian,100.0,2.5,5.0
s10617,ajay nair,other,2026-05-09,18,pune,commerce,seminar,2026-03-29,email,paid,cancelled,vegetarian,200.0,4.0,3.0
s12586,lakshmi rao,other,2026-06-25,19,mysuru,civil engineering,career fair,2026-06-05,campus desk,paid,attended,unknown,300.0,6.0,4.0
s10267,arun kumar,other,2026-04-07,19,trichy,computer science,sports meet,2026-03-31,email,pending,absent,no-meal,500.0,4.0,0.0
s11915,ajay nair,male,2026-06-30,26,chennai,management,hackathon,2026-05-25,email,paid,attended,non-vegetarian,100.0,3.0,1.0
s11242,keerthi rao,other,2026-09-01,25,unknown,computer science,cultural fest,2026-08-29,mobile app,pending,registered,no-meal,750.0,3.0,5.0
s12331,lakshmi rao,female,2026-04-03,22,trichy,commerce,cultural fest,2026-03-02,walk-in,paid,absent,vegan,150.0,2.0,4.0
s12918,lakshmi rao,female,2026-04-22,22,pune,mechanical,workshop,2026-02-28,walk-in,paid,registered,non-vegetarian,500.0,2.0,2.0
s12766,ajay nair,female,2026-04-26,26,mysuru,civil engineering,career fair,2026-03-03,mobile app,pending,registered,vegan,250.0,1.5,3.0
s11972,pooja das,female,2026-02-19,22,hyderabad,commerce,cultural fest,2026-11-02,website,refunded,attended,non-vegetarian,200.0,2.5,2.0
s10774,meena patel,male,2026-06-13,23,trichy,commerce,hackathon,2026-04-20,website,refunded,absent,vegetarian,0.0,1.0,2.0
s12736,deepa sharma,male,2026-05-06,22,salem,management,hackathon,2026-03-19,email,refunded,registered,non-vegetarian,500.0,6.0,1.0
s10077,arun kumar,other,2026-01-06,23,madurai,mechanical,hackathon,2025-05-12,walk-in,waived,absent,vegetarian,150.0,1.5,4.0
s12757,suresh kumar,male,2026-01-28,26,mysuru,unknown,career fair,1900-01-01,walk-in,paid,absent,vegan,200.0,3.0,3.0
s10917,pooja das,other,2026-03-30,24,mysuru,civil engineering,cultural fest,2026-02-15,campus desk,paid,registered,no-meal,250.0,1.5,2.0
s12284,vikram das,male,2026-06-13,26,pune,management,career fair,2026-05-30,website,paid,registered,no-meal,300.0,2.0,3.0
s10507,naveen sharma,other,2026-04-14,20,kochi,mechanical,cultural fest,2026-02-15,mobile app,refunded,absent,vegetarian,150.0,6.0,2.0
s11062,harini iyer,female,2026-06-29,23,trichy,commerce,sports meet,2026-06-21,website,pending,cancelled,no-meal,500.0,3.0,5.0
s11854,manoj kumar,other,2026-03-29,24,trichy,management,seminar,2026-03-27,mobile app,refunded,attended,no-meal,500.0,1.0,2.0
s11935,pooja das,male,2026-05-03,27,madurai,electronics,hackathon,2026-12-02,campus desk,waived,cancelled,non-vegetarian,200.0,2.5,3.0
s11411,naveen sharma,unknown,2026-07-01,22,hyderabad,management,hackathon,2026-12-06,website,waived,absent,vegan,200.0,3.0,1.0
s12441,keerthi rao,female,2026-02-02,27,trichy,management,career fair,2025-12-12,walk-in,refunded,attended,non-vegetarian,250.0,2.0,3.0
s11193,priya sharma,male,2026-04-23,22,coimbatore,arts,seminar,2026-03-28,website,pending,registered,vegan,150.0,2.5,3.0
s12540,ravi patel,female,2026-03-26,23,chennai,arts,hackathon,2026-02-25,walk-in,refunded,absent,non-vegetarian,200.0,2.5,2.0
s11525,rahul menon,male,2026-03-17,19,pune,arts,career fair,2026-03-15,campus desk,refunded,registered,vegetarian,500.0,2.5,3.0
s10469,harini iyer,male,2026-02-12,22,mysuru,civil engineering,career fair,2025-12-18,mobile app,refunded,absent,no-meal,100.0,6.0,5.0
s12099,deepa sharma,female,2026-08-05,27,hyderabad,management,career fair,2026-03-24,walk-in,paid,absent,vegan,200.0,2.5,4.0
s11894,harini iyer,other,2026-05-08,24,chennai,mechanical,career fair,2026-07-18,website,refunded,cancelled,non-vegetarian,100.0,4.0,1.0
s12617,naveen sharma,male,2026-04-17,19,pune,civil engineering,career fair,2026-03-18,mobile app,waived,absent,no-meal,200.0,2.5,5.0
s10012,ravi patel,female,2026-10-07,18,pune,commerce,cultural fest,2026-06-18,website,paid,attended,no-meal,200.0,2.5,3.0
s12828,ravi patel,female,2026-09-05,24,chennai,electronics,sports meet,2026-04-20,email,pending,cancelled,no-meal,500.0,1.5,1.0
s11555,deepa sharma,female,2026-01-29,24,trichy,mechanical,sports meet,2025-12-30,unknown,refunded,cancelled,non-vegetarian,300.0,3.0,1.0
s11999,arun kumar,other,2026-05-21,25,hyderabad,commerce,cultural fest,2026-12-05,email,refunded,cancelled,vegetarian,750.0,2.0,3.0
s12183,harini iyer,male,2026-02-05,25,mysuru,computer science,seminar,2026-03-20,mobile app,paid,attended,vegan,300.0,6.0,5.0
s10301,vijay menon,male,2026-05-27,23,bengaluru,mechanical,workshop,2026-09-04,website,refunded,attended,vegan,300.0,6.0,1.0
s11631,ajay nair,other,2026-07-04,26,trichy,arts,cultural fest,2026-09-02,campus desk,paid,cancelled,vegan,200.0,2.5,3.0
s12529,swetha menon,male,2026-08-19,20,madurai,computer science,cultural fest,2026-06-25,email,waived,attended,vegan,200.0,4.0,1.0
s12098,lakshmi rao,male,2026-02-06,18,pune,commerce,workshop,2026-05-18,campus desk,pending,registered,non-vegetarian,200.0,2.5,4.0
s12890,harini iyer,female,2026-03-01,26,mysuru,civil engineering,seminar,2026-07-01,website,refunded,registered,non-vegetarian,300.0,1.0,4.0
s10362,pooja das,female,2026-05-23,23,bengaluru,mechanical,cultural fest,2026-03-04,mobile app,refunded,attended,non-vegetarian,200.0,3.0,3.0
s10113,naveen sharma,other,2026-07-05,21,trichy,mechanical,hackathon,2026-05-29,unknown,waived,absent,no-meal,750.0,6.0,1.0
s10749,anitha nair,male,2026-08-21,20,coimbatore,management,cultural fest,2026-08-19,walk-in,pending,absent,vegetarian,200.0,2.5,2.0
s12232,suresh kumar,male,2026-06-08,20,mysuru,arts,cultural fest,2026-04-18,mobile app,pending,cancelled,no-meal,0.0,1.0,2.0
s11625,keerthi rao,female,2026-07-19,27,trichy,arts,career fair,2026-05-07,email,pending,attended,vegetarian,0.0,2.5,1.0
s10208,ajay nair,other,2026-08-12,22,hyderabad,computer science,hackathon,2026-06-28,unknown,waived,absent,no-meal,100.0,6.0,2.0
s12838,keerthi rao,other,2026-03-24,22,kochi,unknown,workshop,2026-05-02,campus desk,refunded,cancelled,unknown,200.0,2.5,3.0
s10877,suresh kumar,female,2026-07-11,22,salem,mechanical,career fair,2026-05-18,walk-in,refunded,attended,vegan,500.0,3.0,4.0
s10508,meena patel,female,2026-01-06,24,trichy,electronics,sports meet,2025-12-27,campus desk,refunded,absent,non-vegetarian,100.0,6.0,4.0
s11126,priya sharma,male,2026-08-31,26,mysuru,civil engineering,workshop,2026-08-08,mobile app,pending,cancelled,vegetarian,300.0,4.0,1.0
s12103,deepa sharma,female,2026-11-02,24,hyderabad,civil engineering,hackathon,2025-12-18,website,paid,attended,vegan,200.0,2.5,5.0
s12498,pooja das,other,2026-01-26,22,mysuru,computer science,hackathon,2025-12-25,campus desk,paid,absent,no-meal,200.0,2.5,2.0
s10282,ajay nair,other,2026-03-04,23,bengaluru,management,cultural fest,2026-01-04,walk-in,waived,absent,vegan,100.0,2.0,5.0
s12833,pooja das,female,2026-05-01,21,trichy,electronics,sports meet,2026-04-30,campus desk,waived,absent,vegan,100.0,4.0,3.0
s12880,divya iyer,female,2026-01-14,18,hyderabad,civil engineering,seminar,2025-12-19,campus desk,pending,absent,vegetarian,500.0,2.0,1.0
s11206,vikram das,female,2026-08-17,22,mysuru,electronics,cultural fest,2026-09-07,email,refunded,registered,non-vegetarian,500.0,1.5,3.0
s10577,priya sharma,female,2026-08-07,23,chennai,mechanical,hackathon,2026-05-21,mobile app,waived,attended,vegetarian,250.0,6.0,5.0
s10141,meena patel,male,2026-03-14,23,bengaluru,unknown,workshop,2026-01-22,mobile app,pending,absent,vegan,200.0,2.5,3.0
s11573,swetha menon,other,2026-01-07,26,madurai,civil engineering,workshop,2025-12-11,website,waived,registered,non-vegetarian,500.0,2.5,3.0
